28.855524   -118.283913
28.851910   -118.291130
28.849117   -118.281960
28.854107   -118.280022
28.855495   -118.283913
999.000000    999.000000
28.867489   -118.301674
28.867199   -118.298607
28.867489   -118.301674
999.000000    999.000000
28.876095   -118.293617
28.880810   -118.298332
28.873592   -118.300270
28.869152   -118.296104
28.876095   -118.293617
999.000000    999.000000
28.992493   -118.307777
28.985550   -118.316673
28.973877   -118.293617
28.962753   -118.293327
28.956907   -118.300819
28.950239   -118.296104
28.941620   -118.297493
28.939405   -118.303612
28.935789   -118.296669
28.922468   -118.295830
28.918303   -118.289162
28.899427   -118.284172
28.889433   -118.299171
28.883314   -118.299736
28.882475   -118.296394
28.890821   -118.273613
28.885557   -118.263344
28.892775   -118.248619
28.896666   -118.250008
28.896955   -118.245293
28.917509   -118.238350
28.925856   -118.227531
28.942261   -118.226967
28.968094   -118.219200
28.980591   -118.227821
29.000046   -118.227531
999.000000    999.000000
28.051943   -115.256966
28.051378   -115.253624
28.051943   -115.256966
999.000000    999.000000
28.298868   -115.548355
28.298578   -115.545868
28.298868   -115.548355
999.000000    999.000000
28.308054   -115.565292
28.308069   -115.562500
28.308084   -115.565292
999.000000    999.000000
28.113865   -115.384171
28.109699   -115.379173
28.113590   -115.372505
28.113880   -115.384186
999.000000    999.000000
28.302195   -115.543900
28.294977   -115.537506
28.304697   -115.530014
28.316370   -115.540558
28.312754   -115.544174
28.302210   -115.543884
999.000000    999.000000
28.103886   -115.365852
28.094990   -115.350853
28.103886   -115.338631
28.105549   -115.293633
28.096378   -115.276680
28.083330   -115.266136
28.053621   -115.252510
28.043352   -115.255302
28.043062   -115.237526
28.035021   -115.229759
28.044191   -115.201973
28.033922   -115.181694
28.045321   -115.177528
28.049486   -115.183372
28.062807   -115.182808
28.078081   -115.171135
28.088627   -115.168343
28.099445   -115.172783
28.111668   -115.169167
28.122211   -115.173607
28.153873   -115.153328
28.170551   -115.150841
28.214727   -115.161110
28.225849   -115.171928
28.230564   -115.170815
28.243063   -115.179436
28.287237   -115.178596
28.302237   -115.187767
28.327248   -115.192482
28.344749   -115.213310
28.354742   -115.213295
28.372246   -115.221642
28.378914   -115.231636
28.376427   -115.256371
28.370857   -115.264412
28.358086   -115.265251
28.354195   -115.271095
28.328911   -115.267754
28.305578   -115.279976
28.298361   -115.270805
28.278906   -115.267464
28.270864   -115.259117
28.247259   -115.247444
28.232260   -115.251884
28.173100   -115.292732
28.148365   -115.315514
28.140018   -115.327461
28.139179   -115.350243
28.119175   -115.352455
28.118061   -115.356895
28.110844   -115.356880
28.103901   -115.365784
999.000000    999.000000
28.144138   -115.361954
28.143848   -115.357780
28.144138   -115.361954
999.000000    999.000000
