  0.0000000e+000  0.0000000e+000
 -2.8964000e+001  1.6815200e+002
 -2.8937000e+001  1.6814900e+002
 -2.8871000e+001  1.6810300e+002
 -2.8809000e+001  1.6808400e+002
 -2.8784000e+001  1.6805500e+002
 -2.8728000e+001  1.6793400e+002
 -2.8702000e+001  1.6791000e+002
 -2.8678000e+001  1.6790300e+002
 -2.8660000e+001  1.6788900e+002
 -2.8645000e+001  1.6784400e+002
 -2.8678000e+001  1.6778300e+002
 -2.8688000e+001  1.6773600e+002
 -2.8704000e+001  1.6771700e+002
 -2.8716000e+001  1.6771000e+002
 -2.8772000e+001  1.6770500e+002
 -2.8793000e+001  1.6768800e+002
 -2.8806000e+001  1.6765600e+002
 -2.8811000e+001  1.6763200e+002
 -2.8826000e+001  1.6761000e+002
 -2.8845000e+001  1.6760100e+002
 -2.8904000e+001  1.6759000e+002
 -2.8960000e+001  1.6760900e+002
 -2.9061000e+001  1.6770100e+002
 -2.9131000e+001  1.6775200e+002
 -2.9185000e+001  1.6777300e+002
 -2.9254000e+001  1.6778900e+002
 -2.9333000e+001  1.6779200e+002
 -2.9373000e+001  1.6777300e+002
 -2.9413000e+001  1.6776700e+002
 -2.9441000e+001  1.6777000e+002
 -2.9483000e+001  1.6778300e+002
 -2.9598000e+001  1.6782700e+002
 -2.9710000e+001  1.6787600e+002
 -2.9769000e+001  1.6790100e+002
 -2.9797000e+001  1.6792100e+002
 -2.9823000e+001  1.6795000e+002
 -2.9827000e+001  1.6798000e+002
 -2.9817000e+001  1.6800500e+002
 -2.9782000e+001  1.6804600e+002
 -2.9728000e+001  1.6809200e+002
 -2.9625000e+001  1.6816500e+002
 -2.9544000e+001  1.6819500e+002
 -2.9423000e+001  1.6820300e+002
 -2.9198000e+001  1.6821100e+002
 -2.9089000e+001  1.6815300e+002
 -2.9042000e+001  1.6814200e+002
 -2.8964000e+001  1.6815200e+002
  0.0000000e+000  0.0000000e+000
 -3.1897000e+001  1.6754200e+002
 -3.1915000e+001  1.6750900e+002
 -3.1920000e+001  1.6748300e+002
 -3.1930000e+001  1.6746800e+002
 -3.1964000e+001  1.6741700e+002
 -3.2045000e+001  1.6726900e+002
 -3.2116000e+001  1.6709600e+002
 -3.2145000e+001  1.6702700e+002
 -3.2223000e+001  1.6692800e+002
 -3.2258000e+001  1.6689700e+002
 -3.2269000e+001  1.6689900e+002
 -3.2291000e+001  1.6691600e+002
 -3.2302000e+001  1.6694000e+002
 -3.2301000e+001  1.6698900e+002
 -3.2277000e+001  1.6707000e+002
 -3.2276000e+001  1.6710400e+002
 -3.2287000e+001  1.6714200e+002
 -3.2319000e+001  1.6718300e+002
 -3.2389000e+001  1.6722700e+002
 -3.2431000e+001  1.6727000e+002
 -3.2452000e+001  1.6728500e+002
 -3.2495000e+001  1.6729500e+002
 -3.2575000e+001  1.6728100e+002
 -3.2630000e+001  1.6728500e+002
 -3.2722000e+001  1.6733100e+002
 -3.2787000e+001  1.6735600e+002
 -3.2843000e+001  1.6739600e+002
 -3.2857000e+001  1.6741300e+002
 -3.2873000e+001  1.6745200e+002
 -3.2862000e+001  1.6748400e+002
 -3.2842000e+001  1.6749800e+002
 -3.2806000e+001  1.6750200e+002
 -3.2680000e+001  1.6749800e+002
 -3.2615000e+001  1.6750000e+002
 -3.2603000e+001  1.6750800e+002
 -3.2573000e+001  1.6751400e+002
 -3.2528000e+001  1.6750400e+002
 -3.2375000e+001  1.6742700e+002
 -3.2279000e+001  1.6741000e+002
 -3.2232000e+001  1.6741500e+002
 -3.2168000e+001  1.6743600e+002
 -3.2110000e+001  1.6748300e+002
 -3.2063000e+001  1.6754900e+002
 -3.2054000e+001  1.6756600e+002
 -3.1985000e+001  1.6779500e+002
 -3.1979000e+001  1.6783200e+002
 -3.1983000e+001  1.6790600e+002
 -3.2018000e+001  1.6797700e+002
 -3.2020000e+001  1.6802700e+002
 -3.2003000e+001  1.6805300e+002
 -3.1969000e+001  1.6806200e+002
 -3.1912000e+001  1.6803700e+002
 -3.1843000e+001  1.6795500e+002
 -3.1779000e+001  1.6792700e+002
 -3.1677000e+001  1.6791000e+002
 -3.1630000e+001  1.6788300e+002
 -3.1616000e+001  1.6785700e+002
 -3.1623000e+001  1.6782500e+002
 -3.1653000e+001  1.6779200e+002
 -3.1730000e+001  1.6774300e+002
 -3.1797000e+001  1.6768500e+002
 -3.1845000e+001  1.6762800e+002
 -3.1897000e+001  1.6754200e+002
  0.0000000e+000  0.0000000e+000
 -2.5287000e+001  1.5989300e+002
 -2.5381000e+001  1.5987600e+002
 -2.5529000e+001  1.5981100e+002
 -2.5590000e+001  1.5973300e+002
 -2.5614000e+001  1.5967600e+002
 -2.5634000e+001  1.5958800e+002
 -2.5624000e+001  1.5952600e+002
 -2.5621000e+001  1.5947400e+002
 -2.5633000e+001  1.5939100e+002
 -2.5629000e+001  1.5937300e+002
 -2.5621000e+001  1.5936000e+002
 -2.5599000e+001  1.5935300e+002
 -2.5563000e+001  1.5936400e+002
 -2.5500000e+001  1.5945900e+002
 -2.5449000e+001  1.5948600e+002
 -2.5385000e+001  1.5948900e+002
 -2.5319000e+001  1.5946700e+002
 -2.5290000e+001  1.5945300e+002
 -2.5215000e+001  1.5940200e+002
 -2.5149000e+001  1.5938200e+002
 -2.5115000e+001  1.5937600e+002
 -2.5079000e+001  1.5938300e+002
 -2.4986000e+001  1.5937000e+002
 -2.4968000e+001  1.5936100e+002
 -2.4946000e+001  1.5935700e+002
 -2.4923000e+001  1.5935700e+002
 -2.4891000e+001  1.5936700e+002
 -2.4856000e+001  1.5936300e+002
 -2.4779000e+001  1.5934700e+002
 -2.4738000e+001  1.5932300e+002
 -2.4693000e+001  1.5933700e+002
 -2.4659000e+001  1.5938200e+002
 -2.4632000e+001  1.5945000e+002
 -2.4612000e+001  1.5947800e+002
 -2.4604000e+001  1.5952100e+002
 -2.4605000e+001  1.5953000e+002
 -2.4637000e+001  1.5958700e+002
