4  4  1
5  19  1
8  8  1
9  9  1
10  18  2
11  11  1
12  13  2
15  15  1
17  12  1
17  13  2
17  16  1
18  18  1
18  36  1
18  38  1
21  21  2
23  21  1
24  27  6
24  46  1
27  26  1
28  28  2
30  31  1
36  36  2
38  38  2
39  39  1
40  37  1
42  2  1
42  3  1
42  42  2
44  44  1
47  47  1
49  49  6
50  36  1
50  38  1
50  50  1
52  52  2
